chr1	924334	925334	.	.	.	.	.	.	500
chr1	999659	1000659	.	.	.	.	.	.	500
chr1	1000347	1001347	.	.	.	.	.	.	500
chr1	1004998	1005998	.	.	.	.	.	.	500
chr1	1020868	1021868	.	.	.	.	.	.	500
chr1	1022380	1023380	.	.	.	.	.	.	500
chr1	1026611	1027611	.	.	.	.	.	.	500
chr1	1115708	1116708	.	.	.	.	.	.	500
chr1	1231493	1232493	.	.	.	.	.	.	500
chr1	1273327	1274327	.	.	.	.	.	.	500
chr1	1307600	1308600	.	.	.	.	.	.	500
chr1	1349061	1350061	.	.	.	.	.	.	500
chr1	1374896	1375896	.	.	.	.	.	.	500
chr1	1398943	1399943	.	.	.	.	.	.	500
chr1	1406803	1407803	.	.	.	.	.	.	500
chr1	1504601	1505601	.	.	.	.	.	.	500
chr1	1539681	1540681	.	.	.	.	.	.	500
chr1	1540187	1541187	.	.	.	.	.	.	500
chr1	1614907	1615907	.	.	.	.	.	.	500
chr1	1629997	1630997	.	.	.	.	.	.	500
chr1	1630559	1631559	.	.	.	.	.	.	500
chr1	1658692	1659692	.	.	.	.	.	.	500
chr1	1723945	1724945	.	.	.	.	.	.	500
chr1	1858317	1859317	.	.	.	.	.	.	500
chr1	1890633	1891633	.	.	.	.	.	.	500
chr1	1908624	1909624	.	.	.	.	.	.	500
chr1	1909251	1910251	.	.	.	.	.	.	500
chr1	1918138	1919138	.	.	.	.	.	.	500
chr1	1918953	1919953	.	.	.	.	.	.	500
chr1	2135145	2136145	.	.	.	.	.	.	500
chr1	2189196	2190196	.	.	.	.	.	.	500
chr1	2194627	2195627	.	.	.	.	.	.	500
chr1	2198852	2199852	.	.	.	.	.	.	500
chr1	2204345	2205345	.	.	.	.	.	.	500
chr1	2204989	2205989	.	.	.	.	.	.	500
chr1	2212191	2213191	.	.	.	.	.	.	500
chr1	2213730	2214730	.	.	.	.	.	.	500
chr1	2227296	2228296	.	.	.	.	.	.	500
chr1	2278940	2279940	.	.	.	.	.	.	500
chr1	2321826	2322826	.	.	.	.	.	.	500
chr1	2330491	2331491	.	.	.	.	.	.	500
chr1	2414052	2415052	.	.	.	.	.	.	500
chr1	2521057	2522057	.	.	.	.	.	.	500
chr1	2525748	2526748	.	.	.	.	.	.	500
chr1	2547724	2548724	.	.	.	.	.	.	500
chr1	2548357	2549357	.	.	.	.	.	.	500
chr1	2578065	2579065	.	.	.	.	.	.	500
chr1	2586030	2587030	.	.	.	.	.	.	500
chr1	2789232	2790232	.	.	.	.	.	.	500
chr1	3349325	3350325	.	.	.	.	.	.	500
chr1	3611309	3612309	.	.	.	.	.	.	500
chr1	3618247	3619247	.	.	.	.	.	.	500
chr1	3900346	3901346	.	.	.	.	.	.	500
chr1	5980169	5981169	.	.	.	.	.	.	500
chr1	5992120	5993120	.	.	.	.	.	.	500
chr1	6025771	6026771	.	.	.	.	.	.	500
chr1	6058319	6059319	.	.	.	.	.	.	500
chr1	6199121	6200121	.	.	.	.	.	.	500
chr1	6204842	6205842	.	.	.	.	.	.	500
chr1	6235520	6236520	.	.	.	.	.	.	500
chr1	6270629	6271629	.	.	.	.	.	.	500
chr1	6276064	6277064	.	.	.	.	.	.	500
chr1	6343053	6344053	.	.	.	.	.	.	500
chr1	6393304	6394304	.	.	.	.	.	.	500
chr1	6475006	6476006	.	.	.	.	.	.	500
chr1	6579479	6580479	.	.	.	.	.	.	500
chr1	6603565	6604565	.	.	.	.	.	.	500
chr1	6613027	6614027	.	.	.	.	.	.	500
chr1	6724230	6725230	.	.	.	.	.	.	500
chr1	6784143	6785143	.	.	.	.	.	.	500
chr1	6784830	6785830	.	.	.	.	.	.	500
chr1	6959965	6960965	.	.	.	.	.	.	500
chr1	7491276	7492276	.	.	.	.	.	.	500
chr1	7557704	7558704	.	.	.	.	.	.	500
chr1	7667253	7668253	.	.	.	.	.	.	500
chr1	7680007	7681007	.	.	.	.	.	.	500
chr1	7704160	7705160	.	.	.	.	.	.	500
chr1	7783550	7784550	.	.	.	.	.	.	500
chr1	7953786	7954786	.	.	.	.	.	.	500
chr1	7961003	7962003	.	.	.	.	.	.	500
chr1	7981971	7982971	.	.	.	.	.	.	500
chr1	8025878	8026878	.	.	.	.	.	.	500
chr1	8078143	8079143	.	.	.	.	.	.	500
chr1	8201819	8202819	.	.	.	.	.	.	500
chr1	8216802	8217802	.	.	.	.	.	.	500
chr1	8377894	8378894	.	.	.	.	.	.	500
chr1	8423678	8424678	.	.	.	.	.	.	500
chr1	8429618	8430618	.	.	.	.	.	.	500
chr1	8525539	8526539	.	.	.	.	.	.	500
chr1	8706630	8707630	.	.	.	.	.	.	500
chr1	8712014	8713014	.	.	.	.	.	.	500
chr1	8817207	8818207	.	.	.	.	.	.	500
chr1	8817861	8818861	.	.	.	.	.	.	500
chr1	8877561	8878561	.	.	.	.	.	.	500
chr1	8878271	8879271	.	.	.	.	.	.	500
chr1	9036887	9037887	.	.	.	.	.	.	500
chr1	9150612	9151612	.	.	.	.	.	.	500
chr1	9234093	9235093	.	.	.	.	.	.	500
chr1	9253390	9254390	.	.	.	.	.	.	500
chr1	9292349	9293349	.	.	.	.	.	.	500
chr1	9371220	9372220	.	.	.	.	.	.	500
chr1	9428570	9429570	.	.	.	.	.	.	500
chr1	9455388	9456388	.	.	.	.	.	.	500
chr1	9588177	9589177	.	.	.	.	.	.	500
chr1	9593182	9594182	.	.	.	.	.	.	500
chr1	9603792	9604792	.	.	.	.	.	.	500
chr1	9626661	9627661	.	.	.	.	.	.	500
chr1	9686906	9687906	.	.	.	.	.	.	500
chr1	9823497	9824497	.	.	.	.	.	.	500
chr1	9910096	9911096	.	.	.	.	.	.	500
chr1	9942045	9943045	.	.	.	.	.	.	500
chr1	9942907	9943907	.	.	.	.	.	.	500
chr1	10032317	10033317	.	.	.	.	.	.	500
chr1	10209423	10210423	.	.	.	.	.	.	500
chr1	10209932	10210932	.	.	.	.	.	.	500
chr1	10339462	10340462	.	.	.	.	.	.	500
chr1	10398466	10399466	.	.	.	.	.	.	500
chr1	10430245	10431245	.	.	.	.	.	.	500
chr1	10656746	10657746	.	.	.	.	.	.	500
chr1	11059649	11060649	.	.	.	.	.	.	500
chr1	11262248	11263248	.	.	.	.	.	.	500
chr1	11272688	11273688	.	.	.	.	.	.	500
chr1	11478325	11479325	.	.	.	.	.	.	500
chr1	11680744	11681744	.	.	.	.	.	.	500
chr1	11805474	11806474	.	.	.	.	.	.	500
chr1	11873914	11874914	.	.	.	.	.	.	500
chr1	11907379	11908379	.	.	.	.	.	.	500
chr1	11908077	11909077	.	.	.	.	.	.	500
chr1	11925973	11926973	.	.	.	.	.	.	500
chr1	11929511	11930511	.	.	.	.	.	.	500
chr1	11930738	11931738	.	.	.	.	.	.	500
chr1	11934069	11935069	.	.	.	.	.	.	500
chr1	11979189	11980189	.	.	.	.	.	.	500
chr1	11979813	11980813	.	.	.	.	.	.	500
chr1	12018852	12019852	.	.	.	.	.	.	500
chr1	12019399	12020399	.	.	.	.	.	.	500
chr1	12019906	12020906	.	.	.	.	.	.	500
chr1	12034018	12035018	.	.	.	.	.	.	500
chr1	12161469	12162469	.	.	.	.	.	.	500
chr1	12174620	12175620	.	.	.	.	.	.	500
chr1	12229538	12230538	.	.	.	.	.	.	500
chr1	12355597	12356597	.	.	.	.	.	.	500
chr1	12473012	12474012	.	.	.	.	.	.	500
chr1	12477810	12478810	.	.	.	.	.	.	500
chr1	12595577	12596577	.	.	.	.	.	.	500
chr1	12617965	12618965	.	.	.	.	.	.	500
chr1	13583271	13584271	.	.	.	.	.	.	500
chr1	13748724	13749724	.	.	.	.	.	.	500
chr1	13830312	13831312	.	.	.	.	.	.	500
chr1	14301029	14302029	.	.	.	.	.	.	500
chr1	14598948	14599948	.	.	.	.	.	.	500
chr1	14825775	14826775	.	.	.	.	.	.	500
chr1	14923642	14924642	.	.	.	.	.	.	500
chr1	14924631	14925631	.	.	.	.	.	.	500
chr1	14945053	14946053	.	.	.	.	.	.	500
chr1	15153223	15154223	.	.	.	.	.	.	500
chr1	15155436	15156436	.	.	.	.	.	.	500
chr1	15177589	15178589	.	.	.	.	.	.	500
chr1	15214293	15215293	.	.	.	.	.	.	500
chr1	15524329	15525329	.	.	.	.	.	.	500
chr1	15524876	15525876	.	.	.	.	.	.	500
chr1	15526180	15527180	.	.	.	.	.	.	500
chr1	15603178	15604178	.	.	.	.	.	.	500
chr1	15616777	15617777	.	.	.	.	.	.	500
chr1	15684535	15685535	.	.	.	.	.	.	500
chr1	15847248	15848248	.	.	.	.	.	.	500
chr1	15849225	15850225	.	.	.	.	.	.	500
chr1	15975184	15976184	.	.	.	.	.	.	500
chr1	16017722	16018722	.	.	.	.	.	.	500
chr1	16145937	16146937	.	.	.	.	.	.	500
chr1	16175557	16176557	.	.	.	.	.	.	500
chr1	16181560	16182560	.	.	.	.	.	.	500
chr1	16187444	16188444	.	.	.	.	.	.	500
chr1	16206561	16207561	.	.	.	.	.	.	500
chr1	16351931	16352931	.	.	.	.	.	.	500
chr1	16366759	16367759	.	.	.	.	.	.	500
chr1	16440099	16441099	.	.	.	.	.	.	500
chr1	16613085	16614085	.	.	.	.	.	.	500
chr1	16624616	16625616	.	.	.	.	.	.	500
chr1	16644227	16645227	.	.	.	.	.	.	500
chr1	16903607	16904607	.	.	.	.	.	.	500
chr1	16913460	16914460	.	.	.	.	.	.	500
chr1	17011477	17012477	.	.	.	.	.	.	500
chr1	17053581	17054581	.	.	.	.	.	.	500
chr1	17439284	17440284	.	.	.	.	.	.	500
chr1	17565131	17566131	.	.	.	.	.	.	500
chr1	18656584	18657584	.	.	.	.	.	.	500
chr1	18883874	18884874	.	.	.	.	.	.	500
chr1	18921911	18922911	.	.	.	.	.	.	500
chr1	18945106	18946106	.	.	.	.	.	.	500
chr1	18955482	18956482	.	.	.	.	.	.	500
chr1	18956390	18957390	.	.	.	.	.	.	500
chr1	19209787	19210787	.	.	.	.	.	.	500
chr1	19251054	19252054	.	.	.	.	.	.	500
chr1	19311786	19312786	.	.	.	.	.	.	500
chr1	19362363	19363363	.	.	.	.	.	.	500
chr1	19485149	19486149	.	.	.	.	.	.	500
chr1	19596470	19597470	.	.	.	.	.	.	500
chr1	19643224	19644224	.	.	.	.	.	.	500
chr1	19643768	19644768	.	.	.	.	.	.	500
chr1	19981085	19982085	.	.	.	.	.	.	500
chr1	20008026	20009026	.	.	.	.	.	.	500
chr1	20486393	20487393	.	.	.	.	.	.	500
chr1	20552037	20553037	.	.	.	.	.	.	500
chr1	20660957	20661957	.	.	.	.	.	.	500
chr1	20717563	20718563	.	.	.	.	.	.	500
chr1	20786218	20787218	.	.	.	.	.	.	500
chr1	20786822	20787822	.	.	.	.	.	.	500
chr1	20787622	20788622	.	.	.	.	.	.	500
chr1	21176543	21177543	.	.	.	.	.	.	500
chr1	21261596	21262596	.	.	.	.	.	.	500
chr1	21265788	21266788	.	.	.	.	.	.	500
chr1	21345115	21346115	.	.	.	.	.	.	500
chr1	21439596	21440596	.	.	.	.	.	.	500
chr1	21537905	21538905	.	.	.	.	.	.	500
chr1	21573880	21574880	.	.	.	.	.	.	500
chr1	21658872	21659872	.	.	.	.	.	.	500
chr1	21782721	21783721	.	.	.	.	.	.	500
chr1	21911217	21912217	.	.	.	.	.	.	500
chr1	21937011	21938011	.	.	.	.	.	.	500
chr1	21939398	21940398	.	.	.	.	.	.	500
chr1	22024954	22025954	.	.	.	.	.	.	500
chr1	22052146	22053146	.	.	.	.	.	.	500
chr1	22114364	22115364	.	.	.	.	.	.	500
chr1	22341683	22342683	.	.	.	.	.	.	500
chr1	22362940	22363940	.	.	.	.	.	.	500
chr1	22388519	22389519	.	.	.	.	.	.	500
chr1	22451384	22452384	.	.	.	.	.	.	500
chr1	22529977	22530977	.	.	.	.	.	.	500
chr1	22531011	22532011	.	.	.	.	.	.	500
chr1	22773810	22774810	.	.	.	.	.	.	500
chr1	23018971	23019971	.	.	.	.	.	.	500
chr1	23122074	23123074	.	.	.	.	.	.	500
chr1	23167746	23168746	.	.	.	.	.	.	500
chr1	23177249	23178249	.	.	.	.	.	.	500
chr1	23343899	23344899	.	.	.	.	.	.	500
chr1	23367928	23368928	.	.	.	.	.	.	500
chr1	23369465	23370465	.	.	.	.	.	.	500
chr1	23370843	23371843	.	.	.	.	.	.	500
chr1	23394334	23395334	.	.	.	.	.	.	500
chr1	23422046	23423046	.	.	.	.	.	.	500
chr1	23484197	23485197	.	.	.	.	.	.	500
chr1	23530926	23531926	.	.	.	.	.	.	500
chr1	23554583	23555583	.	.	.	.	.	.	500
chr1	23559026	23560026	.	.	.	.	.	.	500
chr1	23561971	23562971	.	.	.	.	.	.	500
chr1	23568032	23569032	.	.	.	.	.	.	500
chr1	23577115	23578115	.	.	.	.	.	.	500
chr1	23691251	23692251	.	.	.	.	.	.	500
chr1	23799736	23800736	.	.	.	.	.	.	500
chr1	23800349	23801349	.	.	.	.	.	.	500
chr1	23824988	23825988	.	.	.	.	.	.	500
chr1	23867834	23868834	.	.	.	.	.	.	500
chr1	23959210	23960210	.	.	.	.	.	.	500
chr1	24015596	24016596	.	.	.	.	.	.	500
chr1	24018372	24019372	.	.	.	.	.	.	500
chr1	24070493	24071493	.	.	.	.	.	.	500
chr1	24187830	24188830	.	.	.	.	.	.	500
chr1	24391989	24392989	.	.	.	.	.	.	500
chr1	24415200	24416200	.	.	.	.	.	.	500
chr1	24704960	24705960	.	.	.	.	.	.	500
chr1	24744895	24745895	.	.	.	.	.	.	500
chr1	24847623	24848623	.	.	.	.	.	.	500
chr1	25246582	25247582	.	.	.	.	.	.	500
chr1	25337852	25338852	.	.	.	.	.	.	500
chr1	25430231	25431231	.	.	.	.	.	.	500
chr1	25467726	25468726	.	.	.	.	.	.	500
chr1	25616125	25617125	.	.	.	.	.	.	500
chr1	25618782	25619782	.	.	.	.	.	.	500
chr1	25694694	25695694	.	.	.	.	.	.	500
chr1	25699238	25700238	.	.	.	.	.	.	500
chr1	25727545	25728545	.	.	.	.	.	.	500
chr1	25799595	25800595	.	.	.	.	.	.	500
chr1	25875209	25876209	.	.	.	.	.	.	500
chr1	25905035	25906035	.	.	.	.	.	.	500
chr1	25906004	25907004	.	.	.	.	.	.	500
chr1	25922492	25923492	.	.	.	.	.	.	500
chr1	25997705	25998705	.	.	.	.	.	.	500
chr1	26034972	26035972	.	.	.	.	.	.	500
chr1	26093340	26094340	.	.	.	.	.	.	500
chr1	26093934	26094934	.	.	.	.	.	.	500
chr1	26233662	26234662	.	.	.	.	.	.	500
chr1	26279534	26280534	.	.	.	.	.	.	500
chr1	26306170	26307170	.	.	.	.	.	.	500
chr1	26431745	26432745	.	.	.	.	.	.	500
chr1	26500549	26501549	.	.	.	.	.	.	500
chr1	26541844	26542844	.	.	.	.	.	.	500
chr1	26620121	26621121	.	.	.	.	.	.	500
chr1	26621029	26622029	.	.	.	.	.	.	500
chr1	26692657	26693657	.	.	.	.	.	.	500
chr1	26723165	26724165	.	.	.	.	.	.	500
chr1	26723678	26724678	.	.	.	.	.	.	500
chr1	26787691	26788691	.	.	.	.	.	.	500
chr1	26864725	26865725	.	.	.	.	.	.	500
chr1	26889737	26890737	.	.	.	.	.	.	500
chr1	26921212	26922212	.	.	.	.	.	.	500
chr1	27012495	27013495	.	.	.	.	.	.	500
chr1	27118435	27119435	.	.	.	.	.	.	500
chr1	27154644	27155644	.	.	.	.	.	.	500
chr1	27234293	27235293	.	.	.	.	.	.	500
chr1	27234929	27235929	.	.	.	.	.	.	500
chr1	27299076	27300076	.	.	.	.	.	.	500
chr1	27299604	27300604	.	.	.	.	.	.	500
chr1	27300171	27301171	.	.	.	.	.	.	500
chr1	27321648	27322648	.	.	.	.	.	.	500
chr1	27332260	27333260	.	.	.	.	.	.	500
chr1	27350841	27351841	.	.	.	.	.	.	500
chr1	27357142	27358142	.	.	.	.	.	.	500
chr1	27365108	27366108	.	.	.	.	.	.	500
chr1	27365709	27366709	.	.	.	.	.	.	500
chr1	27366544	27367544	.	.	.	.	.	.	500
chr1	27398905	27399905	.	.	.	.	.	.	500
